treat.pair,site,disturbance.type,disturbed/control,ht,lad,lowCI,uppCI
11,TNF K83,clearing and regrowth,control,50,0,0,0
11,TNF K83,clearing and regrowth,control,51,0,0,0
11,TNF K83,clearing and regrowth,control,52,0,0,0
11,TNF K83,clearing and regrowth,control,53,0,0,0
11,TNF K83,clearing and regrowth,control,54,0,0,0
11,TNF K83,clearing and regrowth,control,55,0,0,0
11,TNF K83,clearing and regrowth,control,56,0,0,0
11,TNF K83,clearing and regrowth,control,57,0,0,0
11,TNF K83,clearing and regrowth,control,58,0,0,0
11,TNF K83,clearing and regrowth,control,59,0,0,0
11,TNF K83,clearing and regrowth,control,60,0,0,0
11,TNF K81,clearing and regrowth,disturbed,1,0,0,0
11,TNF K81,clearing and regrowth,disturbed,2,0,0,0
11,TNF K81,clearing and regrowth,disturbed,3,0.057164296,0.039386155,0.074942436
11,TNF K81,clearing and regrowth,disturbed,4,0.327023507,0.270540056,0.383506959
11,TNF K81,clearing and regrowth,disturbed,5,0.474841836,0.369390614,0.580293058
11,TNF K81,clearing and regrowth,disturbed,6,0.400606347,0.321575015,0.479637678
11,TNF K81,clearing and regrowth,disturbed,7,0.505660937,0.351679053,0.65964282
11,TNF K81,clearing and regrowth,disturbed,8,0.471630894,0.334044414,0.609217374
11,TNF K81,clearing and regrowth,disturbed,9,0.372927527,0.287901004,0.457954049
11,TNF K81,clearing and regrowth,disturbed,10,0.357041851,0.247056261,0.46702744
11,TNF K81,clearing and regrowth,disturbed,11,0.345447437,0.277763746,0.413131128
11,TNF K81,clearing and regrowth,disturbed,12,0.28536859,0.182998073,0.387739106
11,TNF K81,clearing and regrowth,disturbed,13,0.228053537,0.128327668,0.327779406
11,TNF K81,clearing and regrowth,disturbed,14,0.248727731,0.149299878,0.348155585
11,TNF K81,clearing and regrowth,disturbed,15,0.253153625,0.157929354,0.348377896
11,TNF K81,clearing and regrowth,disturbed,16,0.280779955,0.146471495,0.415088415
11,TNF K81,clearing and regrowth,disturbed,17,0.211034453,0.117755521,0.304313384
11,TNF K81,clearing and regrowth,disturbed,18,0.179970865,0.098247913,0.261693817
11,TNF K81,clearing and regrowth,disturbed,19,0.179498028,0.115343506,0.243652549
11,TNF K81,clearing and regrowth,disturbed,20,0.136217626,0.066678462,0.20575679
11,TNF K81,clearing and regrowth,disturbed,21,0.159555438,0.074494837,0.244616039
11,TNF K81,clearing and regrowth,disturbed,22,0.068940605,0.02025698,0.117624231
11,TNF K81,clearing and regrowth,disturbed,23,0.062886657,0.017356659,0.108416656
11,TNF K81,clearing and regrowth,disturbed,24,0.084347107,0.020746241,0.147947973
11,TNF K81,clearing and regrowth,disturbed,25,0.042484588,0.003200621,0.081768554
11,TNF K81,clearing and regrowth,disturbed,26,0.038590049,0.000754363,0.076425735
11,TNF K81,clearing and regrowth,disturbed,27,0.01152477,-0.004263205,0.027312746
11,TNF K81,clearing and regrowth,disturbed,28,0.007024702,-0.004209716,0.018259121
11,TNF K81,clearing and regrowth,disturbed,29,0.029356658,-0.025466826,0.084180142
11,TNF K81,clearing and regrowth,disturbed,30,0.000566051,-0.000416635,0.001548737
11,TNF K81,clearing and regrowth,disturbed,31,0.001828617,-0.001755473,0.005412708
11,TNF K81,clearing and regrowth,disturbed,32,0,0,0
11,TNF K81,clearing and regrowth,disturbed,33,0.001773803,-0.00170285,0.005250456
11,TNF K81,clearing and regrowth,disturbed,34,0.00126278,-0.001212269,0.003737828
11,TNF K81,clearing and regrowth,disturbed,35,0,0,0
11,TNF K81,clearing and regrowth,disturbed,36,0,0,0
11,TNF K81,clearing and regrowth,disturbed,37,0,0,0
11,TNF K81,clearing and regrowth,disturbed,38,0,0,0
11,TNF K81,clearing and regrowth,disturbed,39,0,0,0
11,TNF K81,clearing and regrowth,disturbed,40,0,0,0
11,TNF K81,clearing and regrowth,disturbed,41,0,0,0
11,TNF K81,clearing and regrowth,disturbed,42,0,0,0
11,TNF K81,clearing and regrowth,disturbed,43,0,0,0
11,TNF K81,clearing and regrowth,disturbed,44,0,0,0
11,TNF K81,clearing and regrowth,disturbed,45,0,0,0
11,TNF K81,clearing and regrowth,disturbed,46,0,0,0
11,TNF K81,clearing and regrowth,disturbed,47,0,0,0
11,TNF K81,clearing and regrowth,disturbed,48,0,0,0
11,TNF K81,clearing and regrowth,disturbed,49,0,0,0
11,TNF K81,clearing and regrowth,disturbed,50,0,0,0
11,TNF K81,clearing and regrowth,disturbed,51,0,0,0
11,TNF K81,clearing and regrowth,disturbed,52,0,0,0
11,TNF K81,clearing and regrowth,disturbed,53,0,0,0
11,TNF K81,clearing and regrowth,disturbed,54,0,0,0
11,TNF K81,clearing and regrowth,disturbed,55,0,0,0
11,TNF K81,clearing and regrowth,disturbed,56,0,0,0
11,TNF K81,clearing and regrowth,disturbed,57,0,0,0
11,TNF K81,clearing and regrowth,disturbed,58,0,0,0
11,TNF K81,clearing and regrowth,disturbed,59,0,0,0
11,TNF K81,clearing and regrowth,disturbed,60,0,0,0
NA,Alter do Chão,savanna,NA,1,0,0,0
NA,Alter do Chão,savanna,NA,2,0,0,0
NA,Alter do Chão,savanna,NA,3,0.047702403,0.036875667,0.05852914
NA,Alter do Chão,savanna,NA,4,0.045422465,0.030649186,0.060195744
NA,Alter do Chão,savanna,NA,5,0.065639095,0.042730291,0.088547899
NA,Alter do Chão,savanna,NA,6,0.07955819,0.05477837,0.104338011
NA,Alter do Chão,savanna,NA,7,0.064327499,0.042251926,0.086403071
NA,Alter do Chão,savanna,NA,8,0.035354361,0.019428735,0.051279986
NA,Alter do Chão,savanna,NA,9,0.015796022,0.006567861,0.025024184
NA,Alter do Chão,savanna,NA,10,0.003418589,-3.83E-05,0.006875496
NA,Alter do Chão,savanna,NA,11,0.002454934,-0.000265359,0.005175227
NA,Alter do Chão,savanna,NA,12,0.001158912,-0.0010781,0.003395924
NA,Alter do Chão,savanna,NA,13,0.000160255,-0.000124121,0.000444632
NA,Alter do Chão,savanna,NA,14,3.31E-06,-1.92E-06,8.54E-06
NA,Alter do Chão,savanna,NA,15,1.52E-05,-7.29E-06,3.77E-05
NA,Alter do Chão,savanna,NA,16,6.25E-06,-1.68E-06,1.42E-05
NA,Alter do Chão,savanna,NA,17,6.42E-06,-3.01E-06,1.59E-05
NA,Alter do Chão,savanna,NA,18,4.55E-06,-2.45E-06,1.16E-05
NA,Alter do Chão,savanna,NA,19,3.57E-06,-1.33E-06,8.46E-06
NA,Alter do Chão,savanna,NA,20,2.87E-06,-1.13E-06,6.87E-06
NA,Alter do Chão,savanna,NA,21,5.41E-06,-2.06E-06,1.29E-05
NA,Alter do Chão,savanna,NA,22,1.72E-06,-6.38E-07,4.08E-06
NA,Alter do Chão,savanna,NA,23,2.00E-06,-1.92E-06,5.92E-06
NA,Alter do Chão,savanna,NA,24,1.18E-06,-1.13E-06,3.49E-06
NA,Alter do Chão,savanna,NA,25,0,0,0
NA,Alter do Chão,savanna,NA,26,0,0,0
NA,Alter do Chão,savanna,NA,27,0,0,0
NA,Alter do Chão,savanna,NA,28,1.14E-06,-1.10E-06,3.38E-06
NA,Alter do Chão,savanna,NA,29,0,0,0
NA,Alter do Chão,savanna,NA,30,0,0,0
NA,Alter do Chão,savanna,NA,31,1.99E-06,-8.39E-07,4.82E-06
NA,Alter do Chão,savanna,NA,32,0,0,0
NA,Alter do Chão,savanna,NA,33,1.75E-06,-1.68E-06,5.17E-06
NA,Alter do Chão,savanna,NA,34,0,0,0
NA,Alter do Chão,savanna,NA,35,0,0,0
NA,Alter do Chão,savanna,NA,36,0,0,0
NA,Alter do Chão,savanna,NA,37,0,0,0
NA,Alter do Chão,savanna,NA,38,0,0,0
NA,Alter do Chão,savanna,NA,39,0,0,0
NA,Alter do Chão,savanna,NA,40,0,0,0
NA,Alter do Chão,savanna,NA,41,0,0,0
NA,Alter do Chão,savanna,NA,42,0,0,0
NA,Alter do Chão,savanna,NA,43,0,0,0
NA,Alter do Chão,savanna,NA,44,0,0,0
NA,Alter do Chão,savanna,NA,45,0,0,0
NA,Alter do Chão,savanna,NA,46,0,0,0
NA,Alter do Chão,savanna,NA,47,0,0,0
NA,Alter do Chão,savanna,NA,48,0,0,0
NA,Alter do Chão,savanna,NA,49,0,0,0
NA,Alter do Chão,savanna,NA,50,0,0,0
NA,Alter do Chão,savanna,NA,51,0,0,0
NA,Alter do Chão,savanna,NA,52,0,0,0
NA,Alter do Chão,savanna,NA,53,0,0,0
NA,Alter do Chão,savanna,NA,54,0,0,0
NA,Alter do Chão,savanna,NA,55,0,0,0
NA,Alter do Chão,savanna,NA,56,0,0,0
NA,Alter do Chão,savanna,NA,57,0,0,0
NA,Alter do Chão,savanna,NA,58,0,0,0
NA,Alter do Chão,savanna,NA,59,0,0,0
NA,Alter do Chão,savanna,NA,60,0,0,0
NA,mean profiles,NA,control,1,0,0,0
NA,mean profiles,NA,control,2,0,0,0
NA,mean profiles,NA,control,3,0.129574862,0.05410523,0.205044494
NA,mean profiles,NA,control,4,0.37551978,0.283114134,0.467925427
NA,mean profiles,NA,control,5,0.35821968,0.314564455,0.401874904
NA,mean profiles,NA,control,6,0.35210317,0.300700324,0.403506015
NA,mean profiles,NA,control,7,0.315523115,0.25292711,0.378119121
NA,mean profiles,NA,control,8,0.316233754,0.266527471,0.365940036
NA,mean profiles,NA,control,9,0.306677189,0.263066961,0.350287417
NA,mean profiles,NA,control,10,0.28489538,0.240923019,0.328867741
NA,mean profiles,NA,control,11,0.276788269,0.239360264,0.314216274
NA,mean profiles,NA,control,12,0.2597971,0.227072624,0.292521576
NA,mean profiles,NA,control,13,0.233709794,0.205129545,0.262290044
NA,mean profiles,NA,control,14,0.231119192,0.208599924,0.25363846
NA,mean profiles,NA,control,15,0.237334459,0.212461245,0.262207672
NA,mean profiles,NA,control,16,0.219033146,0.196694712,0.241371581
NA,mean profiles,NA,control,17,0.210815929,0.174622872,0.247008985
NA,mean profiles,NA,control,18,0.206011771,0.172242399,0.239781144
NA,mean profiles,NA,control,19,0.194903141,0.158552181,0.231254102
NA,mean profiles,NA,control,20,0.177347437,0.140779816,0.213915058
NA,mean profiles,NA,control,21,0.166621449,0.137221719,0.196021179
NA,mean profiles,NA,control,22,0.149076663,0.116957672,0.181195653
NA,mean profiles,NA,control,23,0.140897911,0.109296563,0.172499258
NA,mean profiles,NA,control,24,0.106601987,0.08418821,0.129015765
NA,mean profiles,NA,control,25,0.108227526,0.08436193,0.132093123
NA,mean profiles,NA,control,26,0.098792115,0.075294751,0.122289479
NA,mean profiles,NA,control,27,0.091071514,0.067938661,0.114204368
NA,mean profiles,NA,control,28,0.064939254,0.047218952,0.082659555
NA,mean profiles,NA,control,29,0.04644998,0.035799557,0.057100404
NA,mean profiles,NA,control,30,0.045828721,0.032372206,0.059285237
NA,mean profiles,NA,control,31,0.0366966,0.022619206,0.050773994
NA,mean profiles,NA,control,32,0.025144752,0.013698541,0.036590964
NA,mean profiles,NA,control,33,0.018281977,0.00885873,0.027705224
NA,mean profiles,NA,control,34,0.009950668,0.003956062,0.015945274
NA,mean profiles,NA,control,35,0.010347994,0.004865737,0.015830251
NA,mean profiles,NA,control,36,0.007047518,0.003691739,0.010403297
NA,mean profiles,NA,control,37,0.005464449,0.002261877,0.008667022
NA,mean profiles,NA,control,38,0.008795312,0.001986189,0.015604436
NA,mean profiles,NA,control,39,0.013497655,-0.001570551,0.028565861
NA,mean profiles,NA,control,40,0.002543603,0.000440354,0.004646851
NA,mean profiles,NA,control,41,0.002050052,0.000584947,0.003515157
NA,mean profiles,NA,control,42,0.001574958,-0.000534686,0.003684603
NA,mean profiles,NA,control,43,0.000479523,-0.000245412,0.001204457
NA,mean profiles,NA,control,44,0.001669131,-4.74E-05,0.00338562
NA,mean profiles,NA,control,45,0.000982522,-0.000549734,0.002514778
NA,mean profiles,NA,control,46,0.000519696,-0.000498908,0.001538299
NA,mean profiles,NA,control,47,0,0,0
NA,mean profiles,NA,control,48,1.47E-07,-1.42E-07,4.36E-07
NA,mean profiles,NA,control,49,0,0,0
NA,mean profiles,NA,control,50,0,0,0
NA,mean profiles,NA,control,51,0,0,0
NA,mean profiles,NA,control,52,0,0,0
NA,mean profiles,NA,control,53,0.000464739,-0.00044615,0.001375629
NA,mean profiles,NA,control,54,0.000416338,-0.000399685,0.001232362
NA,mean profiles,NA,control,55,0,0,0
NA,mean profiles,NA,control,56,0,0,0
NA,mean profiles,NA,control,57,0,0,0
NA,mean profiles,NA,control,58,0,0,0
NA,mean profiles,NA,control,59,0,0,0
NA,mean profiles,NA,control,60,0,0,0
NA,mean profiles,NA,disturbed,1,0,0,0
NA,mean profiles,NA,disturbed,2,0,0,0
NA,mean profiles,NA,disturbed,3,0.104167336,0.052862221,0.15547245
NA,mean profiles,NA,disturbed,4,0.333970241,0.250334569,0.417605912
NA,mean profiles,NA,disturbed,5,0.362061118,0.287117389,0.437004848
NA,mean profiles,NA,disturbed,6,0.354589855,0.279107135,0.430072575
NA,mean profiles,NA,disturbed,7,0.378277683,0.294020037,0.462535329
NA,mean profiles,NA,disturbed,8,0.362278584,0.289178807,0.43537836
NA,mean profiles,NA,disturbed,9,0.340311943,0.279549089,0.401074796
NA,mean profiles,NA,disturbed,10,0.305969783,0.252868159,0.359071408
NA,mean profiles,NA,disturbed,11,0.288676744,0.238289254,0.339064234
NA,mean profiles,NA,disturbed,12,0.267093434,0.222033415,0.312153452
NA,mean profiles,NA,disturbed,13,0.245622768,0.203555345,0.287690192
NA,mean profiles,NA,disturbed,14,0.221732819,0.191792488,0.251673151
NA,mean profiles,NA,disturbed,15,0.200849162,0.16646751,0.235230814
NA,mean profiles,NA,disturbed,16,0.189177527,0.154380126,0.223974928
NA,mean profiles,NA,disturbed,17,0.167824266,0.137667349,0.197981183
NA,mean profiles,NA,disturbed,18,0.155532961,0.119163226,0.191902696
NA,mean profiles,NA,disturbed,19,0.132147469,0.09569088,0.168604057
NA,mean profiles,NA,disturbed,20,0.1157838,0.081052744,0.150514855
NA,mean profiles,NA,disturbed,21,0.110560724,0.075065567,0.146055881
NA,mean profiles,NA,disturbed,22,0.08957169,0.058612771,0.12053061
NA,mean profiles,NA,disturbed,23,0.083131307,0.049011763,0.117250852
NA,mean profiles,NA,disturbed,24,0.066791401,0.041207778,0.092375024
NA,mean profiles,NA,disturbed,25,0.056493725,0.033075764,0.079911686
NA,mean profiles,NA,disturbed,26,0.042834927,0.022739573,0.06293028
NA,mean profiles,NA,disturbed,27,0.040154583,0.015805368,0.064503798
NA,mean profiles,NA,disturbed,28,0.031513867,0.014250064,0.04877767
NA,mean profiles,NA,disturbed,29,0.029777895,0.014507027,0.045048764
NA,mean profiles,NA,disturbed,30,0.021689072,0.006414325,0.036963819
NA,mean profiles,NA,disturbed,31,0.015808362,0.003662455,0.027954268
NA,mean profiles,NA,disturbed,32,0.012150406,0.004422266,0.019878545
NA,mean profiles,NA,disturbed,33,0.012230363,0.001055094,0.023405633
NA,mean profiles,NA,disturbed,34,0.011357393,0.002201372,0.020513414
NA,mean profiles,NA,disturbed,35,0.006408921,-0.000351008,0.01316885
NA,mean profiles,NA,disturbed,36,0.006773374,-0.000392644,0.013939392
NA,mean profiles,NA,disturbed,37,0.004635992,-0.001331738,0.010603723
NA,mean profiles,NA,disturbed,38,0.003951638,4.10E-05,0.007862261
NA,mean profiles,NA,disturbed,39,0.001826032,-0.000863993,0.004516058
NA,mean profiles,NA,disturbed,40,0.001911383,-0.001315893,0.00513866
NA,mean profiles,NA,disturbed,41,0.001403051,-0.000530815,0.003336918
NA,mean profiles,NA,disturbed,42,0.000559073,-0.000157421,0.001275567
NA,mean profiles,NA,disturbed,43,0.000413314,-0.000396722,0.001223349
NA,mean profiles,NA,disturbed,44,0.000239139,-0.000229574,0.000707852
NA,mean profiles,NA,disturbed,45,8.69E-06,-8.34E-06,2.57E-05
NA,mean profiles,NA,disturbed,46,0,0,0
NA,mean profiles,NA,disturbed,47,0,0,0
NA,mean profiles,NA,disturbed,48,0,0,0
NA,mean profiles,NA,disturbed,49,0,0,0
NA,mean profiles,NA,disturbed,50,0,0,0
NA,mean profiles,NA,disturbed,51,0,0,0
NA,mean profiles,NA,disturbed,52,0,0,0
NA,mean profiles,NA,disturbed,53,0,0,0
NA,mean profiles,NA,disturbed,54,0,0,0
NA,mean profiles,NA,disturbed,55,0,0,0
NA,mean profiles,NA,disturbed,56,0,0,0
NA,mean profiles,NA,disturbed,57,0,0,0
NA,mean profiles,NA,disturbed,58,0,0,0
NA,mean profiles,NA,disturbed,59,0,0,0
NA,mean profiles,NA,disturbed,60,0,0,0
